,previous_5_turn,question,next_5_turn,categorie,annotateur
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé,Valentin
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé,Valentin
2,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à  l'Orléanais,et est-ce que vous comptez rester à  Orléans ?,#spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 : | #spk4 : et qu'est ce que vous faites comme travail ? | #spk1 : je suis contrôleur divisionnaire aux PTT,préparé,Valentin
37,#spk1 : pour avoir les nouvelles de ce qui se passait évidemment euh dans les discussions euh avec le gouvernement | #spk4 : et vous avez obtenu satisfaction ? | #spk1 : oui quand mème pour cette fois-là  // pas pas entièrement mais // y'a toujours des promesses en suspens | #spk4 : hm hm | #spk1 : vous savez y'avait quand mème eu on a quand mème eu un // un résultat,quel est votre syndicat ?,#spk1 : Force Ouvrière | #spk4 : est-ce que vous ètes actif ? // dans votre syndicat ? | #spk1 : oui maintenant oui | #spk4 : pourquoi ? | #spk1 : parce que j'ai été élu par les camarades,préparé,Martin
38,#spk1 : oui quand mème pour cette fois-là  // pas pas entièrement mais // y'a toujours des promesses en suspens | #spk4 : hm hm | #spk1 : vous savez y'avait quand mème eu on a quand mème eu un // un résultat | #spk4 : quel est votre syndicat ? | #spk1 : Force Ouvrière,est-ce que vous ètes actif ?,#spk1 : oui maintenant oui | #spk4 : pourquoi ? | #spk1 : parce que j'ai été élu par les camarades | #spk4 : hm hm // et // après trente // trente-deux ans // comment c'est se passé // on vous ètes élu par vos camarades // qu'est ce qu'ils désirent de vous ? | #spk1 : ah ben comme représentant du personnel quoi,préparé,Martin
39,#spk1 : oui quand mème pour cette fois-là  // pas pas entièrement mais // y'a toujours des promesses en suspens | #spk4 : hm hm | #spk1 : vous savez y'avait quand mème eu on a quand mème eu un // un résultat | #spk4 : quel est votre syndicat ? | #spk1 : Force Ouvrière,dans votre syndicat ?,#spk1 : oui maintenant oui | #spk4 : pourquoi ? | #spk1 : parce que j'ai été élu par les camarades | #spk4 : hm hm // et // après trente // trente-deux ans // comment c'est se passé // on vous ètes élu par vos camarades // qu'est ce qu'ils désirent de vous ? | #spk1 : ah ben comme représentant du personnel quoi,préparé,Martin
40,#spk1 : vous savez y'avait quand mème eu on a quand mème eu un // un résultat | #spk4 : quel est votre syndicat ? | #spk1 : Force Ouvrière | #spk4 : est-ce que vous ètes actif ? // dans votre syndicat ? | #spk1 : oui maintenant oui,pourquoi ?,#spk1 : parce que j'ai été élu par les camarades | #spk4 : hm hm // et // après trente // trente-deux ans // comment c'est se passé // on vous ètes élu par vos camarades // qu'est ce qu'ils désirent de vous ? | #spk1 : ah ben comme représentant du personnel quoi | #spk4 : hm hm | #spk1 : ben quand y'a des discussions euh // à avoir avec dans les commissions par exemple,préparé,Martin
41,#spk1 : Force Ouvrière | #spk4 : est-ce que vous ètes actif ? // dans votre syndicat ? | #spk1 : oui maintenant oui | #spk4 : pourquoi ? | #spk1 : parce que j'ai été élu par les camarades,qu'est ce qu'ils désirent de vous ?,#spk1 : ah ben comme représentant du personnel quoi | #spk4 : hm hm | #spk1 : ben quand y'a des discussions euh // à avoir avec dans les commissions par exemple | #spk4 : hm hm // et qu'est-ce qu'il faut faire comme représentant ? | #spk1 : bien lorsqu'y a // ça dépend euh // lorsqu'y a des euh une commission d'avancement par exemple euh // euh si // si y'a euh // un un cas flagrant où // où // où un // un collègue par exemple est // est injustement // mal noté // alors à ce moment-là on intervient en sa faveur,préparé,Martin
42,#spk1 : parce que j'ai été élu par les camarades | #spk4 : hm hm // et // après trente // trente-deux ans // comment c'est se passé //  on vous ètes élu par vos camarades // qu'est ce qu'ils désirent de vous ? | #spk1 : ah ben comme représentant du personnel quoi | #spk4 : hm hm | #spk1 : ben quand y'a des discussions euh // à  avoir avec dans les commissions par exemple,et qu'est-ce qu'il faut faire comme représentant ?,#spk1 : bien lorsqu'y a // ça dépend euh // lorsqu'y a des euh une commission d'avancement par exemple euh // euh si // si y'a euh // un un cas flagrant où // où // où un // un collègue par exemple est // est injustement // mal noté // alors à ce moment-là on intervient en sa faveur | #spk4 : hm hm | #spk1 : ben une sorte de // c'est pas un tribunal si vous voulez mais enfin c'est c'est // c'est la défense quoi en somme des | #spk4 : hm hm // vous avez // beaucoup de cas comme ça ? | #spk1 : ah non // non en général euh y'a très peu de réclamations alors // en général y'a pas,préparé,Martin
43,#spk1 : ben une sorte de // c'est pas un tribunal si vous voulez mais enfin c'est c'est // c'est la défense quoi en somme des | #spk4 : hm hm // vous avez // beaucoup de cas comme ça ? | #spk1 : ah non // non en général euh y'a très peu de réclamations alors // en général y'a pas | #spk4 : hm hm // alors // on je vais changer le la les questions maintenant | #spk4 :  ,dans quelle région est-ce qu'il doit aller d'après vous ?,#spk1 : ben ça dépend quel étranger aussi | #spk4 : hm hm // un Anglais disons | #spk1 : un Anglais // ben vous savez // bah ici c'est pas mal | #spk4 : hm hm | #spk1 : ici c'est pas mal,préparé,Martin
44,#spk1 : ben ça dépend quel étranger aussi | #spk4 : hm hm // un Anglais disons | #spk1 : un Anglais // ben vous savez // bah ici c'est pas mal | #spk4 : hm hm | #spk1 : ici c'est pas mal,est-ce qu'il y a des endroits qu'il devrait éviter ?,#spk1 : des endroits en France qu'il devrait | #spk1 spk4 : éviter // oui en France oui | #spk4 : si il veut apprendre le le français | #spk1 : ah mais en principe euh // les endroits où y'a un dialecte qui est très difficile à // à assimiler | #spk4 : lesquels par exemple ?,préparé,Martin
45,#spk4 : est-ce qu'il y a des endroits qu'il devrait éviter ? | #spk1 : des endroits en France qu'il devrait | #spk1 spk4 : éviter // oui en France oui | #spk4 : si il veut apprendre le le français | #spk1 : ah mais en principe euh // les endroits oà¹ y'a un dialecte qui est très difficile à  // à  assimiler,lesquels par exemple ?,#spk1 : oh hein euh // la Bretagne par exemple l'Alsace | #spk4 : hm hm | #spk1 : l'Alsace // le // euh la Catalogne aussi // la Catalogne // enfin partout où y'a un patois quoi | #spk4 : un patois oui // et pour bien apprendre le français quelles gens devrait-il fréquenter ? | #spk1 : quelles ?,préparé,Martin
46,#spk1 : ah mais en principe euh // les endroits oà¹ y'a un dialecte qui est très difficile à  // à  assimiler | #spk4 : lesquels par exemple ? | #spk1 : oh hein euh // la Bretagne par exemple l'Alsace | #spk4 : hm hm | #spk1 : l'Alsace // le // euh la Catalogne aussi // la Catalogne // enfin partout oà¹ y'a un patois quoi,et pour bien apprendre le français quelles gens devrait-il fréquenter ?,#spk1 : quelles ? | #spk4 : gens | #spk1 : moi je crois que // oh la classe moyenne quoi | #spk4 : hm hm // pourquoi ? | #spk1 : ben parce que vous avez // euh // vous avez // en principe on apprend // euh comment // vous a- vous apprenez le français c'est littéraire,préparé,Martin
47,#spk1 : l'Alsace // le // euh la Catalogne aussi // la Catalogne // enfin partout oà¹ y'a un patois quoi | #spk4 : un patois oui // et pour bien apprendre le français quelles gens devrait-il fréquenter ? | #spk1 : quelles ? | #spk4 : gens | #spk1 : moi je crois que // oh la classe moyenne quoi,pourquoi ?,#spk1 : ben parce que vous avez // euh // vous avez // en principe on apprend // euh comment // vous a- vous apprenez le français c'est littéraire | #spk4 : hm hm | #spk1 : mais si vous voulez euh parfaire le // si vous voulez parfaire la langue il vaut mieux euh // il vaut mieux fréquenter des des gens de classe moyenne quoi // euh // vous // euh // vous apprenez // vous apprenez en plus de ce qu'on apprend euh // à l'école quoi enfin disons à | #spk4 : hm hm | #spk1 : à l'université // ce qu'on ce qu'on apprend euh on apprend en plus le // le dialogue euh // courant quoi,préparé,Martin
48,#spk1 : ben parce que vous avez // euh // vous avez // en principe on apprend // euh comment //  vous a- vous apprenez le français c'est littéraire | #spk4 : hm hm | #spk1 : mais si vous voulez euh parfaire le // si vous voulez parfaire la langue il vaut mieux euh // il vaut mieux fréquenter des des gens de classe moyenne quoi // euh // vous // euh // vous apprenez // vous apprenez en plus de ce qu'on apprend euh // à  l'école quoi enfin disons à   | #spk4 : hm hm | #spk1 : à  l'université // ce qu'on ce qu'on apprend euh on apprend en plus le // le dialogue euh // courant quoi,éviter de fréquenter ?,#spk1 : oh eh c'est comme partout hein | #spk1 spk4 : | #spk4 : quelles sont d'après vous monsieur les difficultés de la langue française // pour un étranger ? | #spk1 : là c'est le problème en sens inverse | #spk1 spk4 :,préparé,Martin
49,#spk4 : hm hm | #spk1 : à  l'université // ce qu'on ce qu'on apprend euh on apprend en plus le // le dialogue euh // courant quoi | #spk4 : hm hm // et est-ce qu'il y a des gens qu'il devrait // éviter de fréquenter ? | #spk1 : oh eh c'est comme partout hein | #spk1 spk4 :  ,pour un étranger ?,#spk1 : là c'est le problème en sens inverse | #spk1 spk4 : | #spk1 : ce sont les // à mon avis euh ce // euh ce sont les verbes irréguliers | #spk4 : hm hm // pourquoi ? | #spk1 : ben parce que y'a tellement de tellement de formes euh différentes euh,préparé,Martin
50,#spk1 spk4 :  | #spk4 : quelles sont d'après vous monsieur les difficultés de la langue française // pour un étranger ? | #spk1 : là  c'est le problème en sens inverse | #spk1 spk4 :  | #spk1 : ce sont les // à  mon avis euh ce // euh ce sont les verbes irréguliers,pourquoi ?,#spk1 : ben parce que y'a tellement de tellement de formes euh différentes euh | #spk4 : hm hm | #spk1 : à mon avis je pense que euh je pense que c'est ça je pense que c'est ça | #spk4 : hm hm | #spk4 : et est-ce qu'on parle bien à Orléans ?,préparé,Martin
51,#spk4 : hm hm // pourquoi ? | #spk1 : ben parce que y'a tellement de tellement de formes euh différentes euh | #spk4 : hm hm | #spk1 : à  mon avis je pense que euh je pense que c'est ça je pense que c'est ça | #spk4 : hm hm,et est-ce qu'on parle bien à  Orléans ?,#spk1 : en principe on parle pas mal français oui mais // euh comme partout ils ont des expressions euh typiquement orléanaises | #spk4 : hm hm // euh lesquelles par exemple ? | #spk1 : c'est quoi donc ça ? // c'est quoi donc ça ? | #spk4 : hm hm | #spk1 : qu'est-ce on a y'en a bien des autres mais enfin ça me vient pas à l'idée hein ?,préparé,Martin
52,#spk4 : hm hm | #spk1 : à  mon avis je pense que euh je pense que c'est ça je pense que c'est ça | #spk4 : hm hm | #spk4 : et est-ce qu'on parle bien à  Orléans ? | #spk1 : en principe on parle pas mal français oui mais // euh comme partout ils ont des expressions euh typiquement orléanaises,euh lesquelles par exemple ?,#spk1 : c'est quoi donc ça ? // c'est quoi donc ça ? | #spk4 : hm hm | #spk1 : qu'est-ce on a y'en a bien des autres mais enfin ça me vient pas à l'idée hein ? | #spk3 : ben dis donc dis donc | #spk1 : ben dis donc dis donc ouais enfin ça,préparé,Martin
53,#spk1 spk3 : c'est // oui enfin c'est oui | #spk3 :  | #spk1 : oui y'a pas mal d'expressions comme ça qu'on avait pas l'habitude d'entendre et puis maintenant c'est // c'est fi- c'est familier maintenant  | #spk4 : on les accepte | #spk1 : ah oui puis puis on les on les pratique mème,et est-ce que à  votre avis le français est une langue difficile ?,#spk1 : j'ai toujours entendu dire euh // que c'était // une des langues les plus difficile pour les étrangers pour euh // pour apprendre le français // j'ai toujours entendu dire ça mais enfin euh // c'est difficile je peux // je peux difficilement vous répondre hein ? | #spk1 spk4 : | #spk4 : | #spk4 : alors quelqu'un est de passage à Orléans // il vous demande ce qu'il pourrait faire pendant son séjour // qu'est-ce que vous lui conseillez de faire ? | #spk1 : eh bien euh je l'enverrais au syndicat d'initiative // y'a pas de doute parce qu'il il existe un syndicat d'initiative // on peut très bien le renseigner là,préparé,Martin
54,#spk1 : ah oui puis puis on les on les pratique mème  | #spk4 : et est-ce que à  votre avis le français est une langue difficile ? | #spk1 : j'ai toujours entendu dire euh // que c'était // une des langues les plus difficile pour les étrangers pour euh // pour apprendre le français // j'ai toujours entendu dire ça mais enfin euh // c'est difficile je peux // je peux difficilement vous répondre hein ? | #spk1 spk4 :  | #spk4 :  ,qu'est-ce que vous lui conseillez de faire ?,#spk1 : eh bien euh je l'enverrais au syndicat d'initiative // y'a pas de doute parce qu'il il existe un syndicat d'initiative // on peut très bien le renseigner là | #spk4 : hm hm // et | #spk1 : ah maintenant ça dépend euh qui est-ce si c'est un un vacancier si c'est un // un étudiant si c'est un étudiant on l'envoie à l'université hein au au bureau universitaire | #spk4 : mais s'il est de passage à un temps où euh le syndicat d'initiative est fermé // il vous demande ce qu'il peut faire // à Orléans | #spk1 : ça dépend de ce qu'il veut faire aussi hein ? // ça // on peut toujours poser la question demander à condition qu'il parle le euh f- qu'on parle euh qu'on puisse s'entendre hein ?,préparé,Martin
55,#spk1 : ça ça dépend euh ce que la personne veut voir veut voir si on veut // si on arrive à  se comprendre euh // un Anglais qui parle le français qui me demanderait par exemple euh // euh // il est là  pour quelques jours à  Orléans euh // je lui dirais quand mème bien ce qu'il préfère voir | #spk4 : hm hm | #spk1 : à  ce moment là  je peux lui expliquer je peux toujours lui dire // quand mème depuis neuf ans que je suis là  je commence à  connaître la ville | #spk4 spk1 :  | #spk4 : c'est ça oui,qu'est-ce que vous lui dites ?,#spk1 : quelqu'un n'importe qui ? | #spk4 : n'importe qui | #spk1 : oh euh je // j'ouvre la porte et puis // je lui demande vous désirez monsieur ou vous dé- // vous désirez madame | #spk4 : hm hm | #spk4 : et vous invitez quelqu'un à prendre quelque chose à la maison // qu'est-ce que vous lui dites pour l'inviter ?,préparé,Martin
56,#spk4 : alors quelqu'un frappe à  la porte de cette pièce // qu'est-ce que vous lui dites ? | #spk1 : quelqu'un n'importe qui ? | #spk4 : n'importe qui | #spk1 : oh euh je // j'ouvre la porte et puis // je lui demande vous désirez monsieur ou vous dé- // vous désirez madame | #spk4 : hm hm,qu'est-ce que vous lui dites pour l'inviter ?,#spk1 : j'ai pas tellement bien compris votre question là | #spk4 : si vous désirez inviter quelqu'un | #spk1 : oui | #spk4 : à prendre quelque chose à la maison // chez vous // qu'est-ce que vous lui dites // pour l'inviter de de venir chez vous ? | #spk1 : je lui dis euh // ça dépend qui euh si c'est ça dépend quelle personne évidemment mais venez donc prendre l'apéritif ou venez donc nous dire bonjour ou venez,préparé,Martin
57,#spk4 : hm hm | #spk4 : et vous invitez quelqu'un à  prendre quelque chose à  la maison // qu'est-ce que vous lui dites pour l'inviter ? | #spk1 : j'ai pas tellement bien compris votre question là  | #spk4 : si vous désirez inviter quelqu'un | #spk1 : oui,pour l'inviter de de venir chez vous ?,#spk1 : je lui dis euh // ça dépend qui euh si c'est ça dépend quelle personne évidemment mais venez donc prendre l'apéritif ou venez donc nous dire bonjour ou venez | #spk4 : c'est ça c'est | #spk1 : ou passez // passez nous voir ou vous voyez euh | #spk4 : hm hm // passez nous voir | #spk1 : oui // passez nous // passez // oui passez donc à la maison quoi ça ça,préparé,Martin
58,#spk4 : hm hm // hm | #spk1 : si c'est quelqu'un ben venez donc prendre le café euh mais  | #spk4 : hm hm | #spk1 : venez nous voir ou | #spk4 : alors cette question peut-ètre va vous faire rire monsieur mais je la pose quand mème,comment est-ce qu'on fait une omelette chez vous ?,#spk1 : elle allait en | #spk1 spk4 : faire une // ah c'est pourquoi je vous pose la question | #spk4 : | #spk1 : elle allait en faire une // justement c'est ce qu'on va manger ce soir | #spk4 : ah,préparé,Martin
59,#spk3 : on la peut la préparer de plusieurs façons | #spk1 spk3 : oui y'a plusieurs façons y'a plusieurs façons hein // y'a des régions oà¹ comme //  dans l'est ils la font pas au lard | #spk3 :  | #spk1 : y'a plusieurs façons y'a | #spk3 :  qui la font sans lard avec des oignons,comment on fait une omelette ?,#spk1 : ben non puis je m'en suis fait moi-mème aussi hein ? | #spk4 : ah bon ? | #spk1 spk4 : ça alors vous voyez | #spk1 : ah ben c'est pas compliqué hein pour moi c'est pas compliqué | #spk4 : très bien,préparé,Martin
