,previous_5_turn,question,next_5_turn,categorie,annotateur
41,#spk4 : hm hm | #spk4 : et aujourd'hui // à  votre avis // l'orthographe et la correction de la langue // sont-ils enseignés aussi bien // ou // mieux ou moins bien que du temps ou vous étiez vous-mème à   | #spk4 spk1 : l'école ? // moins bien | #spk1 : nettement | #spk4 : c'est-à -dire l'orthographe et la correction non ?,euh la correction le l'orthographe et la correction de l'orthographe ?,#spk4 : le la correction de | #spk4 spk1 : de langue de français oui // de de français de la langue de | #spk1 : le français quoi enfin euh | #spk4 : hm // bah // au point de vue correction non c'est toujours | #spk1 spk4 : pareil hein euh ça // hm hm,spontané,Xingyu
42,#spk4 : hm hm | #spk1 : crayon ordinaire // et j'ai toujours ça d- euh dans ma veste en permanence quoi | #spk4 : hm hm | #spk4 : possédez-vous un stylo à  encre ? | #spk1 : oui mais je m'en sers euh presque plus maintenant,à  quel âge ?,#spk1 : à l'école euh primaire supérieure alors j'avais quinze ans | #spk4 : quinze ans | #spk4 : et quand av- quand avez-vous écrit pour la dernière fois ? | #spk1 : avec un stylo euh à encre ? | #spk4 : non avec n'importe quoi,spontané,Xingyu
43,#spk4 : possédez-vous un stylo à  encre ? | #spk1 : oui mais je m'en sers euh presque plus maintenant | #spk4 : hm hm // et à  la suite de quelles circonstances avez-vous possédé pour la première fois un stylo à  encre ? // à  quel âge ? | #spk1 : à  l'école euh primaire supérieure alors j'avais quinze ans | #spk4 : quinze ans,et quand av- quand avez-vous écrit pour la dernière fois ?,#spk1 : avec un stylo euh à encre ? | #spk4 : non avec n'importe quoi | #spk1 : n'importe quoi ? | #spk4 : oui avec votre crayon votre plume de stylo ou | #spk1 : oh ben c'est pas vieux hein c'est quand j'ai fini mon travail à midi à midi,spontané,Xingyu
44,#spk1 : oui mais je m'en sers euh presque plus maintenant | #spk4 : hm hm // et à  la suite de quelles circonstances avez-vous possédé pour la première fois un stylo à  encre ? // à  quel âge ? | #spk1 : à  l'école euh primaire supérieure alors j'avais quinze ans | #spk4 : quinze ans | #spk4 : et quand av- quand avez-vous écrit pour la dernière fois ?,avec un stylo euh à  encre ?,#spk4 : non avec n'importe quoi | #spk1 : n'importe quoi ? | #spk4 : oui avec votre crayon votre plume de stylo ou | #spk1 : oh ben c'est pas vieux hein c'est quand j'ai fini mon travail à midi à midi | #spk4 : hm à midi,spontané,Xingyu
45,#spk1 : oh ben c'est pas vieux hein c'est quand j'ai fini mon travail à  midi à  midi | #spk4 : hm à  midi | #spk1 : l'heure que je vous avais dit | #spk4 : à  votre travail ? | #spk1 : euh oui,et c'est pour faire quoi ?,#spk1 : la comptabilité du // écrire une lettre à un // un client aussi // avant de partir | #spk4 : et vous avez eu besoin d'écrire beaucoup pour votre travail ? | #spk1 : oui // assez oui | #spk4 : hm hm // vous avez dit euh la comptabilité euh | #spk4 spk1 : vous avez // oui parce que je fais,spontané,Xingyu
46,#spk1 : j'ai de la comptabilité j'ai de // euh j'ai du contrôle à  faire j'ai de la correspondance // à  faire avec des usagers avec les clients | #spk4 : hm hm | #spk1 : et euh des quelquefois des rapports aussi alors euh y a y a toutes sortes de choses quoi  | #spk4 : hm hm hm | #spk4 : et si vous deviez dire quelque chose à  une personne // habitant à  cinq kilomètres de chez vous // préférériez-vous vous déplacer ou lui écrire une lettre ?,pour mon travail ou ?,#spk4 : n'importe | #spk4 spk1 : oh pour mon travail j'écris | #spk1 : on écrit pour le travail | #spk4 : travail et | #spk1 : mais si c'est // si c'est quelqu'un que // qu'on veut voir on va plutôt le voir cinq kilomètres c'est rien du tout avec la voiture y'en a pour euh // pour quelques minutes,spontané,Xingyu
47,#spk4 spk1 : oh pour mon travail j'écris | #spk1 : on écrit pour le travail | #spk4 : travail et | #spk1 : mais si c'est // si c'est quelqu'un que // qu'on veut voir on va plutôt le voir cinq kilomètres c'est rien du tout avec la voiture y'en a pour euh //  pour quelques minutes | #spk4 : hm hm // et si cette personne vous est supérieure // est-ce que vous vous déplacez ou vous écrivez ?,il m'est supérieur euh comment ça dans le travail ou ?,#spk4 : oui dans le travail | #spk1 : non on se déplace euh | #spk4 : est-il important selon vous d'avoir une belle écriture ? | #spk1 : oui pour moi c'est très important | #spk4 : pourquoi ?,spontané,Xingyu
48,#spk4 spk1 : ah c'est très important oui | #spk4 : et pourquoi ? | #spk1 :  ben parce que quand vous lisez quelque chose oà¹ que y a une faute d'orthographe dedans vous vous dites quand mème eh oà¹ c'est qu'il a été à  l'école | #spk4 : hm | #spk4 : euh seriez-vous favorable à  une réforme de l'orthographe ?,une réforme de l'orthographe ?,#spk4 : hm hm | #spk1 : ben du moment que tout le monde en est informé je vois pas // si si c'est en bien ma foi // moi je // je suis pas contre | #spk4 : alors maintenant je vais vous poser des questions euh // peut-ètre un peu // un peu plus pers- personnelle mais | #spk4 : qui de vous // c'est-à -dire vous ou votre femme // écrit habituellement à des amis communs ? | #spk1 : c'est presque toujours moi,spontané,Marina
49,#spk4 : hm hm | #spk1 : ben du moment que tout le monde en est informé je vois pas // si si c'est en bien ma foi // moi je // je suis pas contre | #spk4 : alors maintenant je vais vous poser des questions euh // peut-ètre un peu // un peu plus pers- personnelle mais | #spk4 : qui de vous // c'est-à -dire vous ou votre femme // écrit habituellement à  des amis communs ? | #spk1 : c'est presque toujours moi,et le le à  la famille euh à  la euh à  vos à  votre famille ?,#spk1 : oh ben moi je fais tout le courrier presque | #spk4 : et | #spk4 spk1 : mème si // elle fait | #spk1 : très peu de lettres elle-mème // elle fait très peu de lettres | #spk4 : hm,spontané,Marina
50,#spk4 : bon // et | #spk3 :  | #spk4 : qui parle dans le meilleur français ? | #spk1 : oh | #spk3 : ça se vaut,ça se vaut hein ?,#spk4 : hm // et qui écrit dans le meilleur français ? | #spk3 : ça c'est sûrement toi | #spk1 : c'est sûrement moi oui j'ai | #spk4 : hm | #spk1 : l'occasion de,spontané,Marina
51,#spk4 : hm // et qui écrit dans le meilleur français ? | #spk3 : ça c'est sûrement toi | #spk1 : c'est sûrement moi oui j'ai | #spk4 : hm | #spk1 : l'occasion de,par mois ?,#spk1 : dans mon travail | #spk4 : hm | #spk1 : oh ça ça dépend c'est en // enfin en moyenne en moyenne euh par mois ? // oh peut-ètre une dizaine | #spk4 : une dizaine | #spk1 : ouais,spontané,Marina
52,#spk4 : hm // et qui écrit dans le meilleur français ? | #spk3 : ça c'est sûrement toi | #spk1 : c'est sûrement moi oui j'ai | #spk4 : hm | #spk1 : l'occasion de,dans votre travail ?,#spk1 : dans mon travail | #spk4 : hm | #spk1 : oh ça ça dépend c'est en // enfin en moyenne en moyenne euh par mois ? // oh peut-ètre une dizaine | #spk4 : une dizaine | #spk1 : ouais,spontané,Marina
53,#spk4 : hm | #spk1 : l'occasion de | #spk4 : et combien de lettres écrivez-vous en moyenne ? // par mois ? // dans votre travail ? | #spk1 : dans mon travail | #spk4 : hm,enfin en moyenne en moyenne euh par mois ?,#spk4 : une dizaine | #spk1 : ouais | #spk4 : et hors de votre travail ? | #spk1 : deux ou trois // par mois | #spk4 spk3 : hm // oh oui,spontané,Marina
54,#spk4 spk3 : hm // oh oui | #spk1 : à  peu près | #spk3 : à  peu près oui | #spk4 : conservez-vous les lettres qu'on vous envoie ? | #spk1 : ah oui,toujours ?,#spk1 : ah ça dépend de qui | #spk1 spk4 : hm | #spk4 : et lesquelles ? | #spk1 : en principe euh // si c'est une euh une affaire à régler euh // une fois que l'affaire est réglée ma foi je détruis le courrier c'est fini c'est pas on en parle plus // mais la correspondance familiale on la conserve | #spk4 : et combien en possédez-vous environ ?,spontané,Marina
55,#spk4 : conservez-vous les lettres qu'on vous envoie ? | #spk1 : ah oui | #spk4 : toujours ? | #spk1 : ah ça dépend de qui  | #spk1 spk4 : hm,et lesquelles ?,#spk1 : en principe euh // si c'est une euh une affaire à régler euh // une fois que l'affaire est réglée ma foi je détruis le courrier c'est fini c'est pas on en parle plus // mais la correspondance familiale on la conserve | #spk4 : et combien en possédez-vous environ ? | #spk1 : de lettres ? | #spk4 : oui | #spk1 : oh ben y en a plein de boîtes là,spontané,Marina
56,#spk1 : ah ça dépend de qui  | #spk1 spk4 : hm | #spk4 : et lesquelles ? | #spk1 : en principe euh // si c'est une euh une affaire à  régler euh // une fois que l'affaire est réglée ma foi je détruis le courrier c'est fini c'est pas on en parle plus // mais la correspondance familiale on la conserve | #spk4 : et combien en possédez-vous environ ?,de lettres ?,#spk4 : oui | #spk1 : oh ben y en a plein de boîtes là | #spk1 spk3 : pour les compter | #spk4 : hm hm | #spk1 : euh je sais pas moi peut-ètre euh // bien bien deux cents quand mème,spontané,Marina
57,#spk4 : vous rerelisez  | #spk4 spk1 : toujours // oui | #spk1 : m'enfin euh j'en trouve presque jamais // parce que j'étais assez fort en orthographe | #spk4 : hm hm // et // vous m'avez dit que d'habitude vous écrivez euh avec un crayon n'est-ce pas ? | #spk1 : un crayon Bic oui,stylo encre vous n'aimez pas ?,#spk1 : oh c'est-à -dire que euh // ça dépend pourquoi la // mais j'ai abandonné complètement le stylo euh d'ailleurs euh | #spk4 : hm hm | #spk1 : je m'en sers plus mais j'en ai mème plusieurs là je m'en sers pas | #spk4 : hm hm | #spk1 : on a l'habitude du crayon Bic maintenant,spontané,Marina
58,#spk1 : je m'en sers plus mais j'en ai mème plusieurs là  je m'en sers pas | #spk4 : hm hm | #spk1 : on a l'habitude du crayon Bic maintenant | #spk4 : hm hm | #spk1 : ah oui y'a des pointes très fines qui font une très belle écriture,ou ?,#spk1 : stylo bille oui | #spk4 : hm hm // et quel type de papier utilisez-vous ? | #spk1 : euh papier ministre toujours | #spk4 : c'est quelle couleur ? | #spk1 : oh ben c'est blanc euh quadrillé quoi,spontané,Marina
59,#spk4 : bon | #spk1 : comme ça vous saurez mieux | #spk4 : et quand vous écrivez euh mm // quand vous écri- ah | #spk4 : deviez écriver un mot d'excuse à  l'école de vos enfants // est-ce que vous avez fait un brouillon ? | #spk1 : ah ben ça m'est jamais arrivé ça, d'écrire un mot ?,#spk1 : ah non jamais | #spk1 spk4 : c'est quelque chose déjà n'est-ce pas ? | #spk4 : | #spk4 spk1 : ah // oui c'est ce | #spk1 : voilà ce que je prends,spontané,Marina
60,#spk4 : et quand vous écrivez euh mm // quand vous écri- ah | #spk4 : deviez écriver un mot d'excuse à  l'école de vos enfants // est-ce que vous avez fait un brouillon ? | #spk1 : ah ben ça m'est jamais arrivé ça | #spk4 :  d'écrire un mot ? | #spk1 : ah non jamais,k4 : c'est quelque chose déjà  n'est-ce pas ?,#spk4 : | #spk4 spk1 : ah // oui c'est ce | #spk1 : voilà ce que je prends | #spk4 : ah c'est papier à lignes // à à carreaux | #spk1 : euh papier à carreaux oui,spontané,Marina
61,#spk4 : y a-t-il des choses // qui vous agacent dans la façon de parler de votre femme ? | #spk1 : ah non // pas du tout | #spk4 : hm bon | #spk1 spk4 : des fois elle a des // et | #spk1 : des petites expressions comme ça // on en rit quoi,quelquefois ?,#spk1 : de temps en temps oui // hein ? // des fois tu | #spk1 spk3 : quand je | #spk3 : te parle un peu trop sèchement | #spk1 : hein non non mais reprendre euh reprendre | #spk1 spk3 : monsieur veut dire que // ah sur le langage,spontané,Marina
62,#spk2 : puis vous avez l'omelette avec euh la crème fraîche | #spk1 : oui | #spk2 : puis vous avez encore les omelettes euh // aux asperges | #spk2 spk1 : les omelettes // oui | #spk2 : avec différents légumes,oui mais enfin pour préparer une omelette nature ?,#spk2 : nature ben vous mettez simplement d- // votre beurre dans votre poèle | #spk2 spk1 : d'accord d'abord // hm hm | #spk2 : puis après ben vous avez // battu vous avez d'ailleurs cassé vos oeufs battu tout // dans un autre récipient // puis après | #spk2 spk1 : une fois // oui | #spk2 : bien battus vous les mettez dans votre poèle,spontané,Marina
63,#spk3 : est-ce que vous y avez été avant ? | #spk3 spk2 : ah oui ah bon | #spk2 : bon écoutez si vous voulez je // peux retracer les choses | #spk3 spk2 : je suis donc // oui | #spk2 : né Beaugency là dans le Loiret // et à onze ans // je suis venu en pension à Orléans // hein j'ai fait // euh mes études secondaires comme pensionnaire à Orléans // donc j'ai été là pendant cinq ans de la quatrième à la classe terminale,classique moderne ?,#spk2 : euh ben j'ai fait philo comme bac et // alors euh après je suis reparti près d- enfin à Beaugency ce qui n'est pas bien loin d'Orléans // et j'ai passé le concours en mille neuf cent quarante et un et j'ai été sept mois à Paris // hiver quarante et un quarante-deux depuis mille neuf cent quarante-deux donc ça fait bien vingt-six | #spk2 spk4 : ans oui je suis revenu à Orléans // hm oui | #spk2 : | #spk2 spk4 : hein et je me suis marié à Orléans en quarante trois alors vous voyez // hm | #spk2 : ça fait quand mème euh,spontané,Valentin
64,#spk2 : hein | #spk3 : oui | #spk4 : hm hm | #spk1 : est-ce que vous vous plaisez à Orléans ? | #spk2 : oui // oui parce que // euh j'y ai beaucoup d'amis // hein et puis parce que // euh // progressivement j'ai pris de l'intérèt à la à la vie de,de ?,#spk2 : de de d'Orléans parce que // euh je suis donc au dans les impôts mais à l'origine euh // il y avait trois administrations // y avait l'enregistrement les contributions directes les contributions indirectes // et je suis rentré moi à l'origine uniquement dans l'enregistrement // mais c'est l'enregistrement et les domaines c'est-à -dire c'est l'administration // qui s'occupe euh de toutes les questions d'immeubles de l'Etat // et alors euh pratiquement j'ai jamais fait de fiscalité je me suis toujours euh occupé de tâches domaniales // et alors euh // euh en en particulier l'administration des domaines et le conseiller non seulement de l'Etat mais des collectivités locales // pour toutes leurs opérations immobilières // c'est-à -dire que par mon travail j'ai été au courant // de tous les problèmes de tous les projets // hein concernant l'agglomération orléanaise // comme d'un autre côté sur le plan syndical euh // ça m'intéressait également enfin ça ça me concernait également // euh si vous voulez j'ai j'ai pris intérèt de plus en plus à // à à la vie quoi de de de cette euh ville et de de l'agglomération hein moi je suis // très partisan de la fusion de de toutes les communes qui composent l'agglomération orléanaise hein // et c'est pourquoi euh // j'y m'enfin j'ai six enfants et // euh eux-mèmes ont beaucoup d'attaches à Orléans enfin on // vraiment on on se plaît hein on se plaît à Orléans // ah y a une autre chose je dois dire qui me plaît dans le fait d'ètre à Orléans // c'est la proximité de Paris sans ètre à Paris // hein // c'est // peut-ètre un élément | #spk2 spk4 : qui // ah | #spk2 : influence ma // ma position de tout à l'heure hein // euh on a possibilité si on veut à la rigueur on peut aller // euh partir en sortant de son travail passer la soirée à Paris je l'ai j- // je l'ai jamais fait si vous voulez mais enfin c'est une possibilité // hein // et rentrer euh à une heure du matin nous on est là euh // sans mème y aller en voiture par le train on peut hein // euh on peut mème s- aller dîner chez des amis à Paris et rentrer dans la nuit et le lendemain matin reprendre son travail // ça // pour moi d'un autre côté la région me plaît // hein le val de Loire // me plaît // hein // euh j'ai- j'aime beaucoup le les sites | #spk3 spk2 : du Val de Loire // hm hm | #spk2 : hein // et je sais pas ça tient peut-ètre à des choses dont on a conscience et à des choses dont on a pas conscience // euh je // repars d'une réflexion tout récente hein // euh // j'ai donc passé mes vacances en Espagne et je suis revenu en voiture // et je suis remonté voyez par Bordeaux Poitiers // et puis à Poitiers un peu au-dessus de Poitiers euh au lieu de continuer vers Tours on a bifurqué euh vers Loches,spontané,Valentin
