,previous_5_turn,question,next_5_turn,categorie
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé
2,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non,pourquoi ça ?,#spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 :,spontané
396,#spk1 : vous savez j'ai pas d'opinion | #spk1 spk2 : très nette là -dessus // non euh vous | #spk1 spk2 : je peux pas vous donner de de loi générale je ne sais pas // hm hm | #spk1 : bah je vois des gens par exemple // des de milieu ouvrier // qui // qui gagnent presque comme moi | #spk1 spk4 : et // hm hm,c'est pas que je veux me vanter n'est-ce pas ? mais,#spk4 : hm hm | #spk1 : ils auront un appartement à peu près comme le mien // bon // et ils n'auront pas les mèmes façons // les mèmes spectacles // ils n'auront pas les mèmes loisirs // ils n'auront pas les mèmes spectacles souvent // vous voyez ? // ni les mèmes lectures bien sûr surtout | #spk4 : oui | #spk1 : y a tout de mème s- y a ça // qu'on le veuille ou non y a y a // y a le manuel et y a l'intellectuel | #spk4 : oui,non-question
397,#spk1 : vous savez j'ai pas d'opinion | #spk1 spk2 : très nette là -dessus // non euh vous | #spk1 spk2 : je peux pas vous donner de de loi générale je ne sais pas // hm hm | #spk1 : bah je vois des gens par exemple // des de milieu ouvrier // qui // qui gagnent presque comme moi | #spk1 spk4 : et // hm hm,voyez-vous ?,#spk4 : hm hm | #spk1 : ils auront un appartement à peu près comme le mien // bon // et ils n'auront pas les mèmes façons // les mèmes spectacles // ils n'auront pas les mèmes loisirs // ils n'auront pas les mèmes spectacles souvent // vous voyez ? // ni les mèmes lectures bien sûr surtout | #spk4 : oui | #spk1 : y a tout de mème s- y a ça // qu'on le veuille ou non y a y a // y a le manuel et y a l'intellectuel | #spk4 : oui,non-question
398,#spk1 spk2 : je peux pas vous donner de de loi générale je ne sais pas // hm hm | #spk1 : bah je vois des gens par exemple // des de milieu ouvrier // qui // qui gagnent presque comme moi | #spk1 spk4 : et // hm hm | #spk1 : ils vivront d'une façon différente // c'est pas que je veux me vanter n'est-ce pas ? mais // il ne leur viendra pas à l'idée d'avoir euh // un abonnement à une revue bien sûr // d'acheter un livre par semaine // d'avoir une bibliothèque // voyez-vous ? // c'est pas c'est pas dans leur façon de de de de vivre // ils auront la mème voiture que moi // ils auront le mème frigidaire que moi | #spk4 : hm hm,vous voyez ?,#spk4 : oui | #spk1 : y a tout de mème s- y a ça // qu'on le veuille ou non y a y a // y a le manuel et y a l'intellectuel | #spk4 : oui | #spk1 : c'est triste mais que // l'homme qui fait quarante-cinq heures dans une usine // le soir n'est-ce pas ? ben // pour lire bah c'est un effort | #spk4 : oui,non-question
399,#spk4 : hm hm | #spk1 : ils auront un appartement à peu près comme le mien // bon // et ils n'auront pas les mèmes façons // les mèmes spectacles // ils n'auront pas les mèmes loisirs // ils n'auront pas les mèmes spectacles souvent // vous voyez ? // ni les mèmes lectures bien sûr surtout | #spk4 : oui | #spk1 : y a tout de mème s- y a ça // qu'on le veuille ou non y a y a // y a le manuel et y a l'intellectuel | #spk4 : oui,le soir n'est-ce pas ? ben,#spk4 : oui | #spk1 : bon moi si je reste dans mon bureau // le soir je peux lire // y a pas s- // y a l- pas d'honneur j'ai fait de l'éducation populaire ici // j'ai fait de l'université populaire ici // nous avons eu beaucoup de mal à obtenir d- la présence // de d'ouvriers // d'ouvriers manuels // je vous dis quand il faut s'habiller le soir venir écouter une conférence // c'est un effort terrible // terrible // comme moi quand il faut que je remue une brouette ou // que que je remue des des des meubles | #spk1 spk2 : eh bah c'est un effort je suis pas habitué // oui oui | #spk1 : à faire cet effort | #spk4 : hm,non-question
400,#spk1 : bon moi si je reste dans mon bureau // le soir je peux lire // y a pas s- // y a l- pas d'honneur j'ai fait de l'éducation populaire ici // j'ai fait de l'université populaire ici // nous avons eu beaucoup de mal à obtenir d- la présence // de d'ouvriers // d'ouvriers manuels // je vous dis quand il faut s'habiller le soir venir écouter une conférence // c'est un effort terrible // terrible // comme moi quand il faut que je remue une brouette ou // que que je remue des des des meubles | #spk1 spk2 : eh bah c'est un effort je suis pas habitué // oui oui | #spk1 : à faire cet effort | #spk4 : hm | #spk1 : et y a une façon de vivre je crois qui reste quand mème,dans une catégorie dans une classe ?,#spk1 : ah oui assez | #spk1 spk4 : particulière // oui | #spk1 : surtout oui mais enf- surtout l'Education nationale | #spk1 spk4 : les les professeurs en France c'est // oui // un peu le mandarinat encore vraiment // oui | #spk4 : oui oui,poubelle
401,#spk1 : surtout oui mais enf- surtout l'Education nationale | #spk1 spk4 : les les professeurs en France c'est // oui // un peu le mandarinat encore vraiment // oui | #spk4 : oui oui | #spk1 : et ce que je reproche à notre formation en faculté de // professeur c'est que // on on ne nous ouvre pas assez euh // à autre chose // j'étais formé à ça // mais c'est pas suffisant // y a pas d'erreur c'est pas suffisant // à mon avis c'est pas suffisant | #spk4 : hm // non,qu'en pensez-vous ?,#spk1 : enfin eh ne le prof qui ne fait que qui ne voit que son métier | #spk2 : hm | #spk1 : que les sciences naturelles // que les mathématiques | #spk1 spk2 : que la physique // oui | #spk1 : que l'anglais que l'histoire,préparé
402,#spk1 : que l'anglais que l'histoire | #spk1 spk4 : hein je crois que c'est // euh | #spk1 : qu'il faut tout de mème maintenant // qu'un professeur ait // u- d'abord une formation plus ouverte // et transmette aux élèves une formation plus ouverte | #spk1 spk4 : je crois // oui // je crois // il est vrai d'après | #spk4 : d'après mon expérience personnelle enfin c'est la mème chose pour moi,k1 : vous enseignez le français ?,#spk4 : j'ai eu une formation euh // classique | #spk4 spk1 : comme vous // classique bon | #spk4 : et je me recan- // je me rends compte maintenant que // enfin ce que je fais maintenant // c'est-à -dire venir ici | #spk4 spk1 : à Orléans est beaucoup plus intéressant oui // bon bah moi ce que je fais ici moi de de renseigner sur les métiers | #spk1 : ça m'a ça m'a ouvert vraiment l'esprit y a // euh j'ai appris ce métier y a dix ans // et je me suis rendu compte ce que c'était qu'une usine,spontané
403,#spk1 spk4 : ce que c'était qu'un travailleur manuel // hm hm | #spk1 : ce que c'était qu'un technicien // je l'ignorais personne ne me l'avait appris | #spk4 : hm | #spk1 : je ne savais pas comment on devenait telle ou telle chose // je voyais des gens qui travaillaient // ou t- ou je les voyais pas // maintenant je les vois travailler je vois des postes de travail | #spk1 spk4 : je me rends compte // hm hm,de la condition humaine vraiment n'est-ce pas ?,#spk1 : quand j'enseignais mon latin et mon français | #spk1 spk4 : s- c'était // hm | #spk1 : la preuve c'est que vous | #spk1 spk4 : vous faites ça aussi c'est que ça vous intéresse vous aussi voyez-vous ? // hm hm oui n'est-ce pas ? oui exactement | #spk1 : tandis que La Fontaine Molière euh Corneille bah oui s- c'est // ça c'est ça qu'on vous a appris,non-question
404,#spk1 spk4 : je me rends compte // hm hm | #spk1 : de la condition humaine vraiment n'est-ce pas ? // alors que quand je je j- | #spk1 : quand j'enseignais mon latin et mon français | #spk1 spk4 : s- c'était // hm | #spk1 : la preuve c'est que vous,k4 : vous faites ça aussi c'est que ça vous intéresse vous aussi voyez-vous ?,#spk1 : tandis que La Fontaine Molière euh Corneille bah oui s- c'est // ça c'est ça qu'on vous a appris | #spk1 spk4 : hein allez vous enseignerez La Fontaine Corneille Molière et puis // oui // voilà c'est ça | #spk1 : bon et puis maintenant vous vous dites qu'il y a autre chose dans la vie | #spk2 : oui | #spk1 : bah moi aussi vous voyez,non-question
405,#spk1 spk4 : je me rends compte // hm hm | #spk1 : de la condition humaine vraiment n'est-ce pas ? // alors que quand je je j- | #spk1 : quand j'enseignais mon latin et mon français | #spk1 spk4 : s- c'était // hm | #spk1 : la preuve c'est que vous,k4 : hm hm oui n'est-ce pas ? oui exactement,#spk1 : tandis que La Fontaine Molière euh Corneille bah oui s- c'est // ça c'est ça qu'on vous a appris | #spk1 spk4 : hein allez vous enseignerez La Fontaine Corneille Molière et puis // oui // voilà c'est ça | #spk1 : bon et puis maintenant vous vous dites qu'il y a autre chose dans la vie | #spk2 : oui | #spk1 : bah moi aussi vous voyez,spontané
406,#spk1 spk4 : hein allez vous enseignerez La Fontaine Corneille Molière et puis // oui // voilà c'est ça | #spk1 : bon et puis maintenant vous vous dites qu'il y a autre chose dans la vie | #spk2 : oui | #spk1 : bah moi aussi vous voyez | #spk1 spk4 : oui oui // c'est ça et,k2 : comment avez-vous changé de métier comme ça ?,#spk2 : c'est assez brusque n'est-ce pas ? | #spk1 : bah j'ai d'abord été // dans cet établissement ici le // le professeur délégué dont je vous parlais // puisque dans chaque lycée il y a // le notre service du Bus qui a un professeur délégué // puis ça m'intéressait // j'avais beaucoup moi j'ai toujours eu le contact avec des élèves // j'aimais bien voir les // voir les élèves voir les parents // et // avoir mème j'avais mème des // des relations autant que possible en dehors du métier // et ça y a beaucoup de collègues qui n'ont pas | #spk1 spk2 : de relations en dehors du métier // hm | #spk1 : ils se voient uniquement entre collègues // moi ça m'a toujours amusé de voir des des // des tas de gens de euh un tas de métiers // puis alors j'ai pris cette fonction ici dans le lycée // je renseignais mes élèves // puis on a // Orléans est devenu ville // d'université c'est très récent // très récent l'académie // de Orléans c'est | #spk1 spk2 : quatre cinq ans n'est-ce pas ? // hm hm,préparé
407,#spk1 : bon et puis maintenant vous vous dites qu'il y a autre chose dans la vie | #spk2 : oui | #spk1 : bah moi aussi vous voyez | #spk1 spk4 : oui oui // c'est ça et | #spk4 spk2 : quant à vous // comment avez-vous changé de métier comme ça ?,c'est assez brusque n'est-ce pas ?,#spk1 : bah j'ai d'abord été // dans cet établissement ici le // le professeur délégué dont je vous parlais // puisque dans chaque lycée il y a // le notre service du Bus qui a un professeur délégué // puis ça m'intéressait // j'avais beaucoup moi j'ai toujours eu le contact avec des élèves // j'aimais bien voir les // voir les élèves voir les parents // et // avoir mème j'avais mème des // des relations autant que possible en dehors du métier // et ça y a beaucoup de collègues qui n'ont pas | #spk1 spk2 : de relations en dehors du métier // hm | #spk1 : ils se voient uniquement entre collègues // moi ça m'a toujours amusé de voir des des // des tas de gens de euh un tas de métiers // puis alors j'ai pris cette fonction ici dans le lycée // je renseignais mes élèves // puis on a // Orléans est devenu ville // d'université c'est très récent // très récent l'académie // de Orléans c'est | #spk1 spk2 : quatre cinq ans n'est-ce pas ? // hm hm | #spk1 : c'est devenu // université // et on m'a proposé le poste justement alors // de renseigner non plus seulement les élèves du lycée mais // de toute la région // ça m'a plu puis je prends ma voiture je vais faire des conférences hein // je vois des des // des gens très variés et ça m'intéresse beaucoup,non-question
408,#spk4 spk2 : quant à vous // comment avez-vous changé de métier comme ça ? | #spk2 : c'est assez brusque n'est-ce pas ? | #spk1 : bah j'ai d'abord été // dans cet établissement ici le // le professeur délégué dont je vous parlais // puisque dans chaque lycée il y a // le notre service du Bus qui a un professeur délégué // puis ça m'intéressait // j'avais beaucoup moi j'ai toujours eu le contact avec des élèves // j'aimais bien voir les // voir les élèves voir les parents // et // avoir mème j'avais mème des // des relations autant que possible en dehors du métier // et ça y a beaucoup de collègues qui n'ont pas | #spk1 spk2 : de relations en dehors du métier // hm | #spk1 : ils se voient uniquement entre collègues // moi ça m'a toujours amusé de voir des des // des tas de gens de euh un tas de métiers // puis alors j'ai pris cette fonction ici dans le lycée // je renseignais mes élèves // puis on a // Orléans est devenu ville // d'université c'est très récent // très récent l'académie // de Orléans c'est,k2 : quatre cinq ans n'est-ce pas ?,#spk1 : c'est devenu // université // et on m'a proposé le poste justement alors // de renseigner non plus seulement les élèves du lycée mais // de toute la région // ça m'a plu puis je prends ma voiture je vais faire des conférences hein // je vois des des // des gens très variés et ça m'intéresse beaucoup | #spk4 : oui // cela a dû vous ouvrir les yeux | #spk4 spk1 : sur Orléans mème // ah oui | #spk4 : oui | #spk1 : sûr que j'ai des contacts avec euh l'industrie,non-question
409,#spk1 : les autres administrations // que je n'avais absolument pas // comme professeur il faut avouer qu'il y a une // déformation // ça je le prétends y a une déformation // si on passe vingt ans trente ans de sa vie à // à expliquer César // alors moi j'expliquais César // Virgile // La Fontaine et // y a une déformation | #spk1 spk4 : y a pas les // hm hm | #spk1 : c'est le mandarinat c'est la tour d'ivoire // et c'est pour ça y a eu les évènements aussi graves // y a y a un mois parce que ça a éclaté // tout d'un coup enfin | #spk1 spk4 : ça éclate tout d'un coup // hm hm | #spk1 : on s'aperçoit que l'enseignement n'est pas assez adapté à la vie // sans vouloir euh // encore une fois critiquer // la valeur d'un enseignement intellectuel et bien sûr l'humanisme // je suis un humaniste je reste un humaniste // mais y a pas que ça // y a pas que ça que diable // je ne crois pas,des caractéristiques particulières en tant que ville ?,#spk1 : non // non // elle euh // Orléans est comme un grand nombre de villes françaises // qui a // qui ne s'est pas développé du tout depuis un siècle // et qui brusquement éclate depuis dix ans // ou vingt ans // oui // euh euh s- // pendant la plus grande partie de ma vie // je n'ai pas vu changer les b- villes et les villages // et puis brusquement depuis vingt ans // ça ça change complètement // y a une accélération des // de l'histoire comme vous savez // n'est-ce pas ? la fameuse accélération | #spk1 spk4 : vraiment la vie a a changé // oui | #spk1 : beaucoup plus en France depuis // depuis la fin de la guerre mettons n'est-ce pas ? // que d- // pendant un siècle | #spk4 : hm | #spk1 : ah oui c'est c'est très frappant // Orléans pendant cinquante ans euh // n'a pas construit ne s'est pas modifiée // et brusquement vous le voyez d'ailleurs // mème quand on n'est pas d'ici // vous le voyez quand vous promenez vous voyez // vieux quartier // tac nouveau quartier // et vous voyez bien qu'y a deux villes // y a deux civilisations en France vous le voyez bien // Paris Paris Paris vous connaissez Paris,spontané
